14;Ленск;Саха /Якутия/ Республика
14;Мирный;Саха /Якутия/ Республика
14;Нерюнгри;Саха /Якутия/ Республика
14;Нюрба;Саха /Якутия/ Республика
14;Олекминск;Саха /Якутия/ Республика
14;Покровск;Саха /Якутия/ Республика
14;Среднеколымск;Саха /Якутия/ Республика
14;Томмот;Саха /Якутия/ Республика
14;Удачный;Саха /Якутия/ Республика
14;Якутск;Саха /Якутия/ Республика
15;Алагир;Северная Осетия - Алания Республика
15;Ардон;Северная Осетия - Алания Республика
15;Беслан;Северная Осетия - Алания Республика
15;Владикавказ;Северная Осетия - Алания Республика
15;Дигора;Северная Осетия - Алания Республика
15;Моздок;Северная Осетия - Алания Республика
16;Агрыз;Татарстан Республика
16;Азнакаево;Татарстан Республика
16;Альметьевск;Татарстан Республика
16;Арск;Татарстан Республика
16;Бавлы;Татарстан Республика
16;Болгар;Татарстан Республика
16;Бугульма;Татарстан Республика
16;Буинск;Татарстан Республика
16;Елабуга;Татарстан Республика
16;Заинск;Татарстан Республика
16;Зеленодольск;Татарстан Республика
16;Казань;Татарстан Республика
16;Лаишево;Татарстан Республика
16;Лениногорск;Татарстан Республика
16;Мамадыш;Татарстан Республика
16;Менделеевск;Татарстан Республика
16;Мензелинск;Татарстан Республика
16;Набережные Челны;Татарстан Республика
16;Нижнекамск;Татарстан Республика
16;Нурлат;Татарстан Республика
16;Тетюши;Татарстан Республика
16;Чистополь;Татарстан Республика
17;Ак-Довурак;Тыва Республика
17;Кызыл;Тыва Республика
17;Туран;Тыва Республика
17;Чадан;Тыва Республика
17;Шагонар;Тыва Республика
18;Воткинск;Удмуртская Республика
18;Глазов;Удмуртская Республика
18;Ижевск;Удмуртская Республика
18;Камбарка;Удмуртская Республика
18;Можга;Удмуртская Республика
18;Сарапул;Удмуртская Республика
19;Абаза;Хакасия Республика
19;Абакан;Хакасия Республика
19;Саяногорск;Хакасия Республика
19;Сорск;Хакасия Республика
19;Черногорск;Хакасия Республика
20;Аргун;Чеченская Республика
20;Грозный;Чеченская Республика
20;Гудермес;Чеченская Республика
20;Урус-Мартан;Чеченская Республика
20;Шали;Чеченская Республика
21;Алатырь;Чувашская Республика - Чувашия
21;Канаш;Чувашская Республика - Чувашия
21;Козловка;Чувашская Республика - Чувашия
21;Мариинский Посад;Чувашская Республика - Чувашия
21;Новочебоксарск;Чувашская Республика - Чувашия
21;Цивильск;Чувашская Республика - Чувашия
21;Чебоксары;Чувашская Республика - Чувашия
21;Шумерля;Чувашская Республика - Чувашия
21;Ядрин;Чувашская Республика - Чувашия
22;Алейск;Алтайский Край
22;Барнаул;Алтайский Край
22;Белокуриха;Алтайский Край
22;Бийск;Алтайский Край
22;Горняк;Алтайский Край
22;Заринск;Алтайский Край
22;Змеиногорск;Алтайский Край
22;Камень-на-Оби;Алтайский Край
22;Новоалтайск;Алтайский Край
22;Рубцовск;Алтайский Край
22;Славгород;Алтайский Край
22;Яровое;Алтайский Край
23;Абинск;Краснодарский Край
23;Анапа;Краснодарский Край
23;Апшеронск;Краснодарский Край
23;Армавир;Краснодарский Край
23;Белореченск;Краснодарский Край
23;Геленджик;Краснодарский Край
23;Горячий Ключ;Краснодарский Край
23;Гулькевичи;Краснодарский Край
23;Ейск;Краснодарский Край
23;Кореновск;Краснодарский Край
23;Краснодар;Краснодарский Край
23;Кропоткин;Краснодарский Край
23;Крымск;Краснодарский Край
23;Курганинск;Краснодарский Край
23;Лабинск;Краснодарский Край
23;Новокубанск;Краснодарский Край
23;Новороссийск;Краснодарский Край
23;Приморско-Ахтарск;Краснодарский Край
23;Славянск-на-Кубани;Краснодарский Край
23;Сочи;Краснодарский Край
23;Темрюк;Краснодарский Край
23;Тимашевск;Краснодарский Край
23;Тихорецк;Краснодарский Край
23;Туапсе;Краснодарский Край
23;Усть-Лабинск;Краснодарский Край
23;Хадыженск;Краснодарский Край
24;Артемовск;Красноярский Край
24;Ачинск;Красноярский Край
24;Боготол;Красноярский Край
24;Бородино;Красноярский Край
24;Дивногорск;Красноярский Край
24;Дудинка;Красноярский Край
24;Енисейск;Красноярский Край
24;Железногорск;Красноярский Край
24;Заозерный;Красноярский Край
24;Зеленогорск;Красноярский Край
24;Игарка;Красноярский Край
24;Иланский;Красноярский Край
24;Канск;Красноярский Край
24;Кодинск;Красноярский Край
24;Красноярск;Красноярский Край
24;Лесосибирск;Красноярский Край
24;Минусинск;Красноярский Край
24;Назарово;Красноярский Край
24;Норильск;Красноярский Край
24;Сосновоборск;Красноярский Край
24;Ужур;Красноярский Край
24;Уяр;Красноярский Край
24;Шарыпово;Красноярский Край
25;Арсеньев;Приморский Край
25;Артем;Приморский Край
25;Большой Камень;Приморский Край
25;Владивосток;Приморский Край
25;Дальнегорск;Приморский Край
25;Дальнереченск;Приморский Край
25;Лесозаводск;Приморский Край
25;Находка;Приморский Край
25;Партизанск;Приморский Край
25;Спасск-Дальний;Приморский Край
25;Уссурийск;Приморский Край
25;Фокино;Приморский Край
26;Благодарный;Ставропольский Край
26;Буденновск;Ставропольский Край
26;Георгиевск;Ставропольский Край
26;Ессентуки;Ставропольский Край
26;Железноводск;Ставропольский Край
26;Зеленокумск;Ставропольский Край
26;Изобильный;Ставропольский Край
26;Ипатово;Ставропольский Край
26;Кисловодск;Ставропольский Край
26;Лермонтов;Ставропольский Край
26;Минеральные Воды;Ставропольский Край
26;Михайловск;Ставропольский Край
26;Невинномысск;Ставропольский Край
26;Нефтекумск;Ставропольский Край
26;Новоалександровск;Ставропольский Край
26;Новопавловск;Ставропольский Край
26;Пятигорск;Ставропольский Край
26;Светлоград;Ставропольский Край
26;Ставрополь;Ставропольский Край
27;Амурск;Хабаровский Край
27;Бикин;Хабаровский Край
27;Вяземский;Хабаровский Край
27;Комсомольск-на-Амуре;Хабаровский Край
27;Николаевск-на-Амуре;Хабаровский Край
27;Советская Гавань;Хабаровский Край
27;Хабаровск;Хабаровский Край
28;Белогорск;Амурская Область
28;Благовещенск;Амурская Область
28;Завитинск;Амурская Область
28;Зея;Амурская Область
28;Райчихинск;Амурская Область
28;Свободный;Амурская Область
28;Сковородино;Амурская Область
28;Тында;Амурская Область
28;Шимановск;Амурская Область
29;Архангельск;Архангельская Область
29;Вельск;Архангельская Область
29;Каргополь;Архангельская Область
29;Коряжма;Архангельская Область
29;Котлас;Архангельская Область
29;Мезень;Архангельская Область
29;Мирный;Архангельская Область
29;Новодвинск;Архангельская Область
29;Няндома;Архангельская Область
29;Онега;Архангельская Область
29;Северодвинск;Архангельская Область
29;Сольвычегодск;Архангельская Область
29;Шенкурск;Архангельская Область
30;Астрахань;Астраханская Область
30;Ахтубинск;Астраханская Область
30;Ахтубинск-7;Астраханская Область
30;Знаменск;Астраханская Область
30;Камызяк;Астраханская Область
30;Нариманов;Астраханская Область
30;Харабали;Астраханская Область
31;Алексеевка;Белгородская Область
31;Белгород;Белгородская Область
31;Бирюч;Белгородская Область
31;Валуйки;Белгородская Область
31;Грайворон;Белгородская Область
31;Губкин;Белгородская Область
31;Короча;Белгородская Область
31;Новый Оскол;Белгородская Область
31;Старый Оскол;Белгородская Область
31;Строитель;Белгородская Область
31;Шебекино;Белгородская Область
32;Брянск;Брянская Область
32;Дятьково;Брянская Область
32;Жуковка;Брянская Область
32;Злынка;Брянская Область
32;Карачев;Брянская Область
32;Клинцы;Брянская Область
32;Мглин;Брянская Область
32;Новозыбков;Брянская Область
32;Почеп;Брянская Область
32;Севск;Брянская Область
32;Сельцо;Брянская Область
32;Стародуб;Брянская Область
32;Сураж;Брянская Область
32;Трубчевск;Брянская Область
32;Унеча;Брянская Область
32;Фокино;Брянская Область
33;Александров;Владимирская Область
33;Владимир;Владимирская Область
33;Вязники;Владимирская Область
33;Гороховец;Владимирская Область
33;Гусь-Хрустальный;Владимирская Область
33;Камешково;Владимирская Область
33;Карабаново;Владимирская Область
33;Киржач;Владимирская Область
33;Ковров;Владимирская Область
33;Кольчугино;Владимирская Область
33;Костерево;Владимирская Область
33;Курлово;Владимирская Область
33;Лакинск;Владимирская Область
33;Меленки;Владимирская Область
33;Муром;Владимирская Область
33;Петушки;Владимирская Область
33;Покров;Владимирская Область
33;Радужный;Владимирская Область
33;Собинка;Владимирская Область
33;Струнино;Владимирская Область
33;Судогда;Владимирская Область
33;Суздаль;Владимирская Область
33;Юрьев-Польский;Владимирская Область
34;Волгоград;Волгоградская Область
34;Волжский;Волгоградская Область
34;Дубовка;Волгоградская Область
34;Жирновск;Волгоградская Область
34;Калач-на-Дону;Волгоградская Область
34;Камышин;Волгоградская Область
34;Котельниково;Волгоградская Область
34;Котово;Волгоградская Область
34;Краснослободск;Волгоградская Область
34;Ленинск;Волгоградская Область
34;Михайловка;Волгоградская Область
34;Николаевск;Волгоградская Область
34;Новоаннинский;Волгоградская Область
34;Палласовка;Волгоградская Область
34;Петров Вал;Волгоградская Область
34;Серафимович;Волгоградская Область
34;Суровикино;Волгоградская Область
34;Урюпинск;Волгоградская Область
34;Фролово;Волгоградская Область
35;Бабаево;Вологодская Область
35;Белозерск;Вологодская Область
35;Великий Устюг;Вологодская Область
35;Вологда;Вологодская Область
35;Вытегра;Вологодская Область
35;Грязовец;Вологодская Область
35;Кадников;Вологодская Область
35;Кириллов;Вологодская Область
35;Красавино;Вологодская Область
35;Никольск;Вологодская Область
35;Сокол;Вологодская Область
35;Тотьма;Вологодская Область
35;Устюжна;Вологодская Область
35;Харовск;Вологодская Область
35;Череповец;Вологодская Область
36;Бобров;Воронежская Область
36;Богучар;Воронежская Область
36;Борисоглебск;Воронежская Область
36;Бутурлиновка;Воронежская Область
36;Воронеж;Воронежская Область
36;Воронеж-45;Воронежская Область
36;Калач;Воронежская Область
36;Лиски;Воронежская Область
36;Нововоронеж;Воронежская Область
36;Новохоперск;Воронежская Область
36;Острогожск;Воронежская Область
36;Павловск;Воронежская Область
36;Поворино;Воронежская Область
36;Россошь;Воронежская Область
36;Семилуки;Воронежская Область
36;Эртиль;Воронежская Область
37;Вичуга;Ивановская Область
37;Гаврилов Посад;Ивановская Область
37;Заволжск;Ивановская Область
37;Иваново;Ивановская Область
37;Кинешма;Ивановская Область
37;Комсомольск;Ивановская Область
37;Кохма;Ивановская Область
37;Наволоки;Ивановская Область
37;Плес;Ивановская Область
37;Приволжск;Ивановская Область
37;Пучеж;Ивановская Область
37;Родники;Ивановская Область
37;Тейково;Ивановская Область
37;Фурманов;Ивановская Область
37;Шуя;Ивановская Область
37;Южа;Ивановская Область
37;Юрьевец;Ивановская Область
38;Алзамай;Иркутская Область
38;Ангарск;Иркутская Область
38;Байкальск;Иркутская Область
38;Бирюсинск;Иркутская Область
38;Бодайбо;Иркутская Область
38;Братск;Иркутская Область
38;Вихоревка;Иркутская Область
38;Железногорск-Илимский;Иркутская Область
38;Зима;Иркутская Область
38;Иркутск;Иркутская Область
38;Иркутск-45;Иркутская Область
38;Киренск;Иркутская Область
38;Нижнеудинск;Иркутская Область
38;Саянск;Иркутская Область
38;Свирск;Иркутская Область
38;Слюдянка;Иркутская Область
38;Тайшет;Иркутская Область
38;Тулун;Иркутская Область
38;Усолье-Сибирское;Иркутская Область
38;Усть-Илимск;Иркутская Область
38;Усть-Кут;Иркутская Область
38;Черемхово;Иркутская Область
38;Шелехов;Иркутская Область
39;Багратионовск;Калининградская Область
39;Балтийск;Калининградская Область
39;Гвардейск;Калининградская Область
39;Гурьевск;Калининградская Область
39;Гусев;Калининградская Область
39;Зеленоградск;Калининградская Область
39;Калининград;Калининградская Область
39;Краснознаменск;Калининградская Область
39;Ладушкин;Калининградская Область
39;Мамоново;Калининградская Область
39;Неман;Калининградская Область
39;Нестеров;Калининградская Область
39;Озерск;Калининградская Область
39;Пионерский;Калининградская Область
39;Полесск;Калининградская Область
39;Правдинск;Калининградская Область
39;Приморск;Калининградская Область
39;Светлогорск;Калининградская Область
39;Светлый;Калининградская Область
39;Славск;Калининградская Область
39;Советск;Калининградская Область
39;Черняховск;Калининградская Область
40;Балабаново;Калужская Область
40;Белоусово;Калужская Область
40;Боровск;Калужская Область
40;Боровск-1;Калужская Область
40;Ермолино;Калужская Область
40;Жиздра;Калужская Область
40;Жуков;Калужская Область
40;Калуга;Калужская Область
40;Киров;Калужская Область
40;Козельск;Калужская Область
40;Кондрово;Калужская Область
40;Кременки;Калужская Область
40;Людиново;Калужская Область
40;Малоярославец;Калужская Область
40;Медынь;Калужская Область
40;Мещовск;Калужская Область
40;Мосальск;Калужская Область
40;Обнинск;Калужская Область
40;Сосенский;Калужская Область
40;Спас-Деменск;Калужская Область
40;Сухиничи;Калужская Область
40;Таруса;Калужская Область
40;Юхнов;Калужская Область
40;Юхнов-1;Калужская Область
40;Юхнов-2;Калужская Область
41;Вилючинск;Камчатский Край
41;Елизово;Камчатский Край
41;Петропавловск-Камчатский;Камчатский Край
42;Анжеро-Судженск;Кемеровская Область
42;Белово;Кемеровская Область
42;Березовский;Кемеровская Область
42;Гурьевск;Кемеровская Область
42;Калтан;Кемеровская Область
42;Кемерово;Кемеровская Область
42;Киселевск;Кемеровская Область
42;Ленинск-Кузнецкий;Кемеровская Область
42;Мариинск;Кемеровская Область
42;Междуреченск;Кемеровская Область
42;Мыски;Кемеровская Область
42;Новокузнецк;Кемеровская Область
42;Осинники;Кемеровская Область
42;Полысаево;Кемеровская Область
42;Прокопьевск;Кемеровская Область
42;Салаир;Кемеровская Область
42;Тайга;Кемеровская Область
42;Таштагол;Кемеровская Область
42;Топки;Кемеровская Область
42;Юрга;Кемеровская Область
43;Белая Холуница;Кировская Область
43;Вятские Поляны;Кировская Область
43;Зуевка;Кировская Область
43;Киров;Кировская Область
43;Кирово-Чепецк;Кировская Область
43;Кирс;Кировская Область
43;Котельнич;Кировская Область
43;Луза;Кировская Область
43;Малмыж;Кировская Область
43;Мураши;Кировская Область
43;Нолинск;Кировская Область
43;Омутнинск;Кировская Область
43;Орлов;Кировская Область
43;Слободской;Кировская Область
43;Советск;Кировская Область
43;Сосновка;Кировская Область
43;Уржум;Кировская Область
43;Яранск;Кировская Область
44;Буй;Костромская Область
44;Волгореченск;Костромская Область
44;Галич;Костромская Область
44;Кологрив;Костромская Область
44;Кострома;Костромская Область
44;Макарьев;Костромская Область
44;Мантурово;Костромская Область
44;Нерехта;Костромская Область
44;Нея;Костромская Область
44;Солигалич;Костромская Область
44;Чухлома;Костромская Область
44;Шарья;Костромская Область
45;Далматово;Курганская Область
45;Катайск;Курганская Область
45;Курган;Курганская Область
45;Куртамыш;Курганская Область
45;Макушино;Курганская Область
45;Петухово;Курганская Область
45;Шадринск;Курганская Область
45;Шумиха;Курганская Область
45;Щучье;Курганская Область
46;Дмитриев;Курская Область
46;Железногорск;Курская Область
46;Курск;Курская Область
46;Курчатов;Курская Область
46;Льгов;Курская Область
46;Обоянь;Курская Область
46;Рыльск;Курская Область
46;Суджа;Курская Область
46;Фатеж;Курская Область
46;Щигры;Курская Область
47;Бокситогорск;Ленинградская Область
47;Волосово;Ленинградская Область
47;Волхов;Ленинградская Область
47;Всеволожск;Ленинградская Область
47;Выборг;Ленинградская Область
47;Высоцк;Ленинградская Область
47;Гатчина;Ленинградская Область
47;Ивангород;Ленинградская Область
47;Каменногорск;Ленинградская Область
47;Кингисепп;Ленинградская Область
47;Кириши;Ленинградская Область
47;Кировск;Ленинградская Область
47;Коммунар;Ленинградская Область
47;Лодейное Поле;Ленинградская Область
47;Луга;Ленинградская Область
47;Любань;Ленинградская Область
47;Никольское;Ленинградская Область
47;Новая Ладога;Ленинградская Область
47;Отрадное;Ленинградская Область
47;Пикалево;Ленинградская Область
47;Подпорожье;Ленинградская Область
47;Приморск;Ленинградская Область
47;Приозерск;Ленинградская Область
47;Светогорск;Ленинградская Область
47;Сертолово;Ленинградская Область
47;Сланцы;Ленинградская Область
47;Сосновый Бор;Ленинградская Область
47;Сясьстрой;Ленинградская Область
47;Тихвин;Ленинградская Область
47;Тосно;Ленинградская Область
47;Шлиссельбург;Ленинградская Область
48;Грязи;Липецкая Область
48;Данков;Липецкая Область
48;Елец;Липецкая Область
48;Задонск;Липецкая Область
48;Лебедянь;Липецкая Область
48;Липецк;Липецкая Область
48;Усмань;Липецкая Область
48;Чаплыгин;Липецкая Область
49;Магадан;Магаданская Область
49;Сусуман;Магаданская Область
50;Апрелевка;Московская Область
50;Балашиха;Московская Область
50;Бронницы;Московская Область
50;Верея;Московская Область
50;Видное;Московская Область
50;Волоколамск;Московская Область
50;Воскресенск;Московская Область
50;Высоковск;Московская Область
50;Голицыно;Московская Область
50;Городской округ Черноголовка;Московская Область
50;Дедовск;Московская Область
50;Дзержинский;Московская Область
50;Дмитров;Московская Область
50;Долгопрудный;Московская Область
50;Домодедово;Московская Область
50;Дрезна;Московская Область
50;Дубна;Московская Область
50;Егорьевск;Московская Область
50;Железнодорожный;Московская Область
50;Жуковский;Московская Область
50;Зарайск;Московская Область
50;Звенигород;Московская Область
50;Ивантеевка;Московская Область
50;Истра;Московская Область
50;Истра-1;Московская Область
50;Кашира;Московская Область
50;Кашира-8;Московская Область
50;Климовск;Московская Область
50;Клин;Московская Область
50;Коломна;Московская Область
50;Королев;Московская Область
50;Котельники;Московская Область
50;Красноармейск;Московская Область
50;Красногорск;Московская Область
50;Краснозаводск;Московская Область
50;Краснознаменск;Московская Область
50;Кубинка;Московская Область
50;Куровское;Московская Область
50;Ликино-Дулево;Московская Область
50;Лобня;Московская Область
50;Лосино-Петровский;Московская Область
50;Луховицы;Московская Область
50;Лыткарино;Московская Область
50;Люберцы;Московская Область
50;Можайск;Московская Область
50;Мытищи;Московская Область
50;Наро-Фоминск;Московская Область
50;Ногинск;Московская Область
50;Одинцово;Московская Область
50;Ожерелье;Московская Область
50;Озеры;Московская Область
50;Орехово-Зуево;Московская Область
50;Павловский Посад;Московская Область
50;Пересвет;Московская Область
50;Подольск;Московская Область
50;Протвино;Московская Область
50;Пушкино;Московская Область
50;Пущино;Московская Область
50;Раменское;Московская Область
50;Реутов;Московская Область
50;Рошаль;Московская Область
50;Руза;Московская Область
50;Сергиев Посад;Московская Область
50;Сергиев Посад-7;Московская Область
50;Серпухов;Московская Область
50;Снегири;Московская Область
50;Солнечногорск;Московская Область
50;Солнечногорск-2;Московская Область
50;Солнечногорск-25;Московская Область
50;Солнечногорск-30;Московская Область
50;Солнечногорск-7;Московская Область
50;Старая Купавна;Московская Область
50;Ступино;Московская Область
50;Талдом;Московская Область
50;Фрязино;Московская Область
50;Химки;Московская Область
50;Хотьково;Московская Область
50;Черноголовка;Московская Область
50;Чехов;Московская Область
50;Чехов-2;Московская Область
50;Чехов-3;Московская Область
50;Чехов-8;Московская Область
50;Шатура;Московская Область
50;Щелково;Московская Область
50;Электрогорск;Московская Область
50;Электросталь;Московская Область
50;Электроугли;Московская Область
50;Юбилейный;Московская Область
50;Яхрома;Московская Область
51;Апатиты;Мурманская Область
51;Гаджиево;Мурманская Область
51;Заозерск;Мурманская Область
51;Заполярный;Мурманская Область
51;Кандалакша;Мурманская Область
51;Кировск;Мурманская Область
51;Ковдор;Мурманская Область
51;Кола;Мурманская Область
51;Мончегорск;Мурманская Область
51;Мурманск;Мурманская Область
51;Оленегорск;Мурманская Область
51;Оленегорск-1;Мурманская Область
51;Оленегорск-2;Мурманская Область
51;Оленегорск-4;Мурманская Область
51;Островной;Мурманская Область
51;Полярные Зори;Мурманская Область
51;Полярный;Мурманская Область
51;Североморск;Мурманская Область
51;Снежногорск;Мурманская Область
52;Арзамас;Нижегородская Область
52;Балахна;Нижегородская Область
52;Богородск;Нижегородская Область
52;Бор;Нижегородская Область
52;Ветлуга;Нижегородская Область
52;Володарск;Нижегородская Область
52;Ворсма;Нижегородская Область
52;Выкса;Нижегородская Область
52;Горбатов;Нижегородская Область
52;Городец;Нижегородская Область
52;Дзержинск;Нижегородская Область
52;Заволжье;Нижегородская Область
52;Княгинино;Нижегородская Область
52;Кстово;Нижегородская Область
52;Кулебаки;Нижегородская Область
52;Лукоянов;Нижегородская Область
52;Лысково;Нижегородская Область
52;Навашино;Нижегородская Область
52;Нижний Новгород;Нижегородская Область
52;Павлово;Нижегородская Область
52;Первомайск;Нижегородская Область
52;Перевоз;Нижегородская Область
52;Саров;Нижегородская Область
52;Семенов;Нижегородская Область
52;Сергач;Нижегородская Область
52;Урень;Нижегородская Область
52;Чкаловск;Нижегородская Область
52;Шахунья;Нижегородская Область
53;Боровичи;Новгородская Область
53;Валдай;Новгородская Область
53;Великий Новгород;Новгородская Область
53;Малая Вишера;Новгородская Область
53;Окуловка;Новгородская Область
53;Пестово;Новгородская Область
53;Сольцы;Новгородская Область
53;Сольцы 2;Новгородская Область
53;Старая Русса;Новгородская Область
53;Холм;Новгородская Область
53;Чудово;Новгородская Область
54;Барабинск;Новосибирская Область
54;Бердск;Новосибирская Область
54;Болотное;Новосибирская Область
54;Искитим;Новосибирская Область
54;Карасук;Новосибирская Область
54;Каргат;Новосибирская Область
54;Куйбышев;Новосибирская Область
54;Купино;Новосибирская Область
54;Новосибирск;Новосибирская Область
54;Обь;Новосибирская Область
54;Татарск;Новосибирская Область
54;Тогучин;Новосибирская Область
54;Черепаново;Новосибирская Область
54;Чулым;Новосибирская Область
54;Чулым-3;Новосибирская Область
55;Исилькуль;Омская Область
55;Калачинск;Омская Область
55;Называевск;Омская Область
55;Омск;Омская Область
55;Тара;Омская Область
55;Тюкалинск;Омская Область
56;Абдулино;Оренбургская Область
56;Бугуруслан;Оренбургская Область
56;Бузулук;Оренбургская Область
56;Гай;Оренбургская Область
56;Кувандык;Оренбургская Область
56;Медногорск;Оренбургская Область
56;Новотроицк;Оренбургская Область
56;Оренбург;Оренбургская Область
56;Орск;Оренбургская Область
56;Соль-Илецк;Оренбургская Область
56;Сорочинск;Оренбургская Область
56;Ясный;Оренбургская Область
57;Болхов;Орловская Область
57;Дмитровск;Орловская Область
57;Ливны;Орловская Область
57;Малоархангельск;Орловская Область
57;Мценск;Орловская Область
57;Новосиль;Орловская Область
57;Орёл;Орловская Область
58;Белинский;Пензенская Область
58;Городище;Пензенская Область
58;Заречный;Пензенская Область
58;Каменка;Пензенская Область
58;Кузнецк;Пензенская Область
58;Кузнецк-12;Пензенская Область
58;Кузнецк-8;Пензенская Область
58;Нижний Ломов;Пензенская Область
58;Никольск;Пензенская Область
58;Пенза;Пензенская Область
58;Сердобск;Пензенская Область
58;Спасск;Пензенская Область
58;Сурск;Пензенская Область
59;Александровск;Пермский Край
59;Березники;Пермский Край
59;Верещагино;Пермский Край
59;Горнозаводск;Пермский Край
59;Гремячинск;Пермский Край
59;Губаха;Пермский Край
59;Добрянка;Пермский Край
59;Кизел;Пермский Край
59;Красновишерск;Пермский Край
59;Краснокамск;Пермский Край
59;Кудымкар;Пермский Край
59;Кунгур;Пермский Край
59;Лысьва;Пермский Край
59;Нытва;Пермский Край
59;Оса;Пермский Край
59;Оханск;Пермский Край
59;Очер;Пермский Край
59;Пермь;Пермский Край
59;Соликамск;Пермский Край
59;Усолье;Пермский Край
59;Чайковский;Пермский Край
59;Чердынь;Пермский Край
59;Чермоз;Пермский Край
59;Чернушка;Пермский Край
59;Чусовой;Пермский Край
60;Великие Луки;Псковская Область
60;Великие Луки-1;Псковская Область
60;Гдов;Псковская Область
60;Дно;Псковская Область
60;Невель;Псковская Область
60;Новоржев;Псковская Область
60;Новосокольники;Псковская Область
60;Опочка;Псковская Область
60;Остров;Псковская Область
60;Печоры;Псковская Область
60;Порхов;Псковская Область
60;Псков;Псковская Область
60;Пустошка;Псковская Область
60;Пыталово;Псковская Область
60;Себеж;Псковская Область
61;Азов;Ростовская Область
61;Аксай;Ростовская Область
61;Батайск;Ростовская Область
61;Белая Калитва;Ростовская Область
61;Волгодонск;Ростовская Область
61;Гуково;Ростовская Область
61;Донецк;Ростовская Область
61;Зверево;Ростовская Область
61;Зерноград;Ростовская Область
61;Каменск-Шахтинский;Ростовская Область
61;Константиновск;Ростовская Область
61;Красный Сулин;Ростовская Область
61;Миллерово;Ростовская Область
61;Морозовск;Ростовская Область
61;Новочеркасск;Ростовская Область
61;Новошахтинск;Ростовская Область
61;Пролетарск;Ростовская Область
61;Ростов-на-Дону;Ростовская Область
61;Сальск;Ростовская Область
61;Семикаракорск;Ростовская Область
61;Таганрог;Ростовская Область
61;Цимлянск;Ростовская Область
